brand,model,engine_cc,max_power_bhp,kerb_weight_kg,fuel_type,transmission,kilometers_driven,fuel_efficiency_kmpl
Toyota,Yaris,1200,93.8,1880,Petrol,Automatic,96439,20.5
Toyota,Camry,2000,146.4,1620,Diesel,Manual,53747,22.9
Ford,Freestyle,2200,173.6,1557,Diesel,Automatic,156514,20.6
Kia,Carens,2000,130.6,1494,Diesel,Manual,183577,23.2
Tata,Tiago,1200,87.4,1592,Petrol,Manual,112582,21.3
Kia,Seltos,2500,197.9,1643,Petrol,Manual,102725,19.2
Tata,Altroz,1000,69.7,1200,Diesel,Automatic,47700,24.7
Maruti Suzuki,Swift,2500,190.6,1724,Petrol,Manual,161606,18.1
Ford,Aspire,1600,93.9,1810,Petrol,Manual,117088,20.9
Maruti Suzuki,Baleno,2500,164.8,1045,Petrol,Automatic,60176,16.5
Toyota,Camry,2500,185.9,1723,Petrol,Manual,88446,18.6
Maruti Suzuki,WagonR,1500,88.2,1642,Diesel,Manual,107588,23.9
BMW,X1,2000,172.9,1031,Diesel,Automatic,76321,21.3
Toyota,Glanza,1500,83.6,1676,Diesel,Automatic,7245,23.9
Maruti Suzuki,Swift,2500,142.3,1302,Diesel,Manual,127442,21.7
Nissan,Sunny,1500,133.4,1566,Petrol,Automatic,101063,21.5
BMW,X3,2500,186.8,1841,Diesel,Automatic,79661,19.6
Ford,Aspire,1500,113.0,1661,Diesel,Automatic,162894,23.0
Toyota,Glanza,2000,165.7,1106,Petrol,Automatic,132458,17.8
Nissan,Sunny,1000,77.2,1590,Petrol,Automatic,80770,21.2
Nissan,Kicks,1600,151.8,850,Diesel,Automatic,2375,24.4
Toyota,Glanza,1200,66.3,1052,Diesel,Manual,28512,24.9
Toyota,Camry,1800,149.3,1847,Diesel,Automatic,103081,21.7
Honda,Civic,2200,125.9,1224,Diesel,Manual,51613,22.9
Hyundai,i20,1200,102.3,1120,Petrol,Automatic,99116,21.3
Nissan,Kicks,2500,169.9,1642,Petrol,Manual,113031,17.3
Maruti Suzuki,Ciaz,1500,99.9,1436,Petrol,Automatic,12811,21.3
Nissan,Micra,2000,165.1,959,Petrol,Manual,102202,20.3
Honda,Civic,1600,131.8,1474,Diesel,Automatic,147714,21.3
Volkswagen,Polo,1500,118.1,1874,Diesel,Automatic,8634,21.4
BMW,520d,1500,107.8,1582,Diesel,Manual,91597,23.0
Honda,Civic,1000,81.9,1081,Diesel,Manual,123130,25.4
Toyota,Glanza,1200,100.8,1748,Diesel,Manual,124329,25.1
Toyota,Camry,1600,111.4,1320,Petrol,Automatic,172041,21.8
BMW,520d,1800,152.1,866,Diesel,Automatic,184531,23.3
Nissan,Micra,2500,202.3,1582,Diesel,Manual,80653,21.2
Ford,Freestyle,2500,163.8,1151,Petrol,Automatic,85601,17.3
Ford,Figo,1800,149.7,1342,Diesel,Automatic,109961,20.6
Tata,Harrier,2200,199.1,1292,Petrol,Automatic,143785,17.0
BMW,X3,1800,122.9,1106,Diesel,Automatic,69487,20.6
Ford,Ecosport,1800,135.6,1139,Diesel,Automatic,73875,20.3
Hyundai,i10,1500,97.5,886,Petrol,Manual,151581,22.0
Toyota,Yaris,2200,125.8,1543,Petrol,Manual,198866,19.2
BMW,X1,1500,104.6,1331,Diesel,Manual,117282,23.5
Ford,Ecosport,1200,81.2,1148,Diesel,Automatic,19866,25.7
Hyundai,i10,1000,83.8,1812,Petrol,Manual,27215,23.9
Maruti Suzuki,Baleno,1800,100.3,1848,Diesel,Automatic,129244,21.2
Tata,Tiago,1000,93.6,937,Petrol,Automatic,127931,22.7
Maruti Suzuki,Dzire,2000,118.1,1478,Diesel,Manual,102503,22.5
Tata,Nexon,1000,65.0,1257,Diesel,Automatic,166187,25.0
BMW,320i,1200,78.8,1571,Petrol,Automatic,100276,22.5
Ford,Freestyle,2000,169.6,1864,Petrol,Automatic,152382,19.6
Kia,Sonet,2500,209.1,1230,Petrol,Automatic,24647,16.8
Ford,Aspire,1000,62.3,1386,Petrol,Manual,79280,24.7
Volkswagen,Taigun,1800,134.6,1096,Diesel,Automatic,152143,21.4
Hyundai,i20,1600,150.1,1400,Diesel,Automatic,171931,23.1
Honda,Amaze,1800,115.2,1127,Petrol,Automatic,189351,19.5
Honda,Civic,1000,72.9,988,Diesel,Manual,50509,24.3
Hyundai,Creta,1000,73.5,1445,Diesel,Manual,64691,27.2
Toyota,Glanza,1000,73.7,1090,Diesel,Automatic,7089,23.5
Volkswagen,Taigun,2200,147.9,1496,Diesel,Automatic,61214,18.5
Nissan,Kicks,2200,172.1,1233,Petrol,Manual,112082,18.3
Ford,Figo,2200,174.2,926,Diesel,Manual,79666,20.7
Honda,Amaze,1600,148.1,1519,Petrol,Manual,98127,21.6
Hyundai,i20,1800,166.7,1621,Petrol,Automatic,150443,18.8
Tata,Tiago,2000,167.9,1729,Diesel,Automatic,95070,22.2
Honda,Jazz,2000,138.2,957,Diesel,Manual,137822,22.7
Volkswagen,Polo,2000,135.5,1695,Petrol,Automatic,66606,18.9
Nissan,Kicks,2500,141.4,1453,Petrol,Automatic,61670,16.1
BMW,X3,2200,165.8,956,Diesel,Manual,64145,23.3
Hyundai,i20,2200,147.7,1582,Petrol,Automatic,16803,18.3
Honda,Civic,2200,195.4,1287,Petrol,Manual,23643,18.3
Kia,Sonet,1200,69.9,1787,Petrol,Manual,137226,23.1
Volkswagen,Taigun,1500,100.9,1036,Diesel,Manual,113678,23.2
Toyota,Yaris,2200,124.8,1436,Diesel,Automatic,196764,20.4
Hyundai,Creta,1800,142.9,1607,Diesel,Automatic,35506,21.8
Toyota,Camry,2500,157.9,1507,Diesel,Manual,72206,21.1
Toyota,Innova,2200,148.9,924,Diesel,Automatic,191598,21.5
Maruti Suzuki,Ciaz,2000,130.2,1283,Petrol,Manual,99597,19.3
Honda,City,1800,134.8,910,Diesel,Manual,106569,22.4
BMW,X3,2000,135.8,1207,Diesel,Automatic,92707,20.6
Tata,Tiago,2500,218.8,1688,Diesel,Automatic,128694,19.4
Nissan,Kicks,1500,86.9,1071,Petrol,Manual,28948,21.8
Honda,Civic,1200,72.7,1035,Petrol,Automatic,167158,22.3
Honda,Civic,1500,89.1,960,Diesel,Automatic,47713,22.5
Honda,WR-V,2500,165.7,1482,Petrol,Manual,118684,17.5
BMW,X3,2200,181.3,1130,Petrol,Automatic,118524,19.7
BMW,X1,2200,139.6,1298,Petrol,Automatic,66402,18.2
Toyota,Glanza,1200,85.7,1258,Petrol,Automatic,31185,22.4
Honda,City,1200,109.7,1844,Diesel,Manual,152135,23.0
Ford,Aspire,1500,94.7,1594,Petrol,Automatic,13655,19.2
Tata,Altroz,1800,109.8,1118,Diesel,Manual,9575,23.2
Kia,Sonet,1200,90.5,1421,Diesel,Manual,121517,25.7
Hyundai,Venue,1500,133.5,1567,Diesel,Manual,76257,24.8
Hyundai,Verna,1200,103.5,1353,Petrol,Manual,102972,24.0
Honda,City,1200,102.0,1681,Diesel,Manual,27200,24.4
Tata,Harrier,1800,122.0,1736,Diesel,Manual,147629,22.7
Honda,WR-V,1200,111.1,1128,Petrol,Automatic,180943,22.2
Hyundai,i20,1800,144.3,1835,Diesel,Manual,68301,23.3
Toyota,Corolla,2000,110.4,1674,Diesel,Manual,42274,22.0
Maruti Suzuki,Ciaz,2200,180.2,1410,Diesel,Manual,115989,20.4
BMW,320i,1200,72.3,1724,Petrol,Automatic,2021,21.2
Toyota,Glanza,2200,198.9,1518,Diesel,Manual,8683,22.2
BMW,320i,1800,116.2,1686,Petrol,Manual,86330,19.8
BMW,320i,1600,137.1,1484,Petrol,Manual,187522,22.1
BMW,X1,2500,183.1,1361,Petrol,Manual,130857,18.4
Ford,Freestyle,1600,114.5,1313,Petrol,Manual,128938,21.0
Volkswagen,Vento,1600,88.8,1276,Petrol,Automatic,156289,21.7
Hyundai,Creta,1000,84.1,871,Petrol,Manual,106730,24.9
Volkswagen,Vento,1200,70.2,1086,Petrol,Automatic,48208,21.9
Maruti Suzuki,Baleno,2500,169.7,1582,Diesel,Automatic,166137,17.9
Toyota,Camry,2500,189.6,1488,Diesel,Manual,29774,21.0
Volkswagen,Taigun,1000,91.3,998,Diesel,Manual,187965,25.8
Tata,Nexon,2000,167.1,942,Diesel,Automatic,9791,21.4
Hyundai,i10,2500,174.0,917,Petrol,Automatic,150254,18.1
Ford,Aspire,1600,128.3,1513,Petrol,Manual,26602,20.5
Honda,WR-V,2500,233.6,1728,Petrol,Manual,54242,18.6
Hyundai,Venue,1500,129.7,1012,Diesel,Manual,83460,23.1
Ford,Freestyle,1500,115.2,985,Petrol,Automatic,99261,21.2
BMW,520d,1500,117.2,1022,Petrol,Automatic,156394,21.4
Hyundai,i10,1800,143.6,1807,Petrol,Automatic,58119,19.4
Ford,Freestyle,2000,160.0,1670,Diesel,Manual,92904,22.8
BMW,320i,1500,104.5,929,Petrol,Automatic,168471,22.0
Nissan,Kicks,1500,118.7,1294,Diesel,Automatic,33166,23.1
Maruti Suzuki,WagonR,1500,124.4,1798,Diesel,Automatic,56980,23.7
Maruti Suzuki,Swift,1800,141.3,1881,Petrol,Automatic,199630,19.1
Tata,Harrier,2500,221.3,1796,Petrol,Manual,32053,18.5
Honda,Jazz,1500,84.4,1515,Petrol,Automatic,44072,20.3
Honda,Amaze,2200,185.7,1326,Diesel,Automatic,112112,21.7
Tata,Harrier,1000,83.0,1632,Petrol,Manual,26494,22.4
Tata,Harrier,1800,117.3,1528,Diesel,Manual,19414,21.0
Ford,Freestyle,1200,111.6,1579,Petrol,Automatic,38723,21.2
Nissan,Micra,2200,199.9,1636,Diesel,Automatic,1501,22.1
Toyota,Glanza,1600,138.2,1732,Diesel,Automatic,160987,23.3
Volkswagen,Polo,1600,141.3,1253,Diesel,Automatic,75588,22.9
Honda,Amaze,1200,95.5,1733,Petrol,Manual,95075,23.2
Tata,Harrier,1500,124.3,1237,Diesel,Manual,57649,24.8
Hyundai,i20,2000,124.3,1018,Petrol,Automatic,58651,18.8
Volkswagen,Taigun,1500,129.9,859,Diesel,Automatic,136069,22.3
Honda,Civic,1800,132.9,1850,Petrol,Automatic,95285,20.5
Maruti Suzuki,Dzire,1000,78.2,1388,Petrol,Manual,131046,23.8
Honda,WR-V,2200,123.5,1267,Petrol,Automatic,115020,19.5
Tata,Nexon,2000,126.1,1030,Diesel,Automatic,36473,21.1
Maruti Suzuki,Dzire,2200,146.3,1187,Petrol,Manual,194286,19.3
Nissan,Sunny,1800,169.9,1011,Diesel,Manual,95747,21.2
Toyota,Glanza,1800,146.3,996,Diesel,Automatic,196601,21.2
Maruti Suzuki,Ciaz,2200,121.7,1619,Diesel,Automatic,186155,19.9
Kia,Carens,1200,68.3,1069,Diesel,Automatic,131102,23.2
Ford,Figo,1200,67.3,1295,Diesel,Automatic,113859,22.0
Kia,Carens,1500,92.0,977,Petrol,Automatic,44849,22.2
Volkswagen,Taigun,1500,114.0,999,Petrol,Manual,32243,23.3
Kia,Sonet,2500,171.5,1369,Diesel,Manual,14367,21.7
Ford,Freestyle,2200,199.8,1259,Petrol,Automatic,42194,16.9
Hyundai,i10,1500,125.4,867,Diesel,Automatic,75150,23.9
Ford,Aspire,1200,72.5,1550,Petrol,Automatic,158568,22.1
Nissan,Kicks,1000,65.6,1469,Petrol,Manual,156918,23.5
Kia,Seltos,1500,136.3,1362,Diesel,Manual,186617,24.9
Hyundai,i10,1500,105.5,1549,Petrol,Manual,10789,22.0
Hyundai,Venue,2000,129.5,1025,Petrol,Automatic,90338,20.2
Tata,Harrier,1000,91.2,1801,Petrol,Manual,141775,24.1
Hyundai,Creta,1500,104.0,1223,Petrol,Manual,184295,20.5
Kia,Seltos,2200,166.4,1566,Petrol,Manual,37131,20.8
BMW,520d,2000,145.8,927,Petrol,Automatic,34236,20.8
Nissan,Sunny,1200,96.8,1179,Diesel,Automatic,173691,23.5
Toyota,Yaris,1500,129.9,1377,Petrol,Automatic,112442,21.6
Tata,Harrier,1200,98.1,1409,Diesel,Manual,101124,24.0
Maruti Suzuki,Baleno,2000,151.9,1356,Diesel,Automatic,80376,20.8
Tata,Nexon,1500,130.8,1638,Petrol,Automatic,149273,21.2
Maruti Suzuki,Swift,1600,100.7,1819,Petrol,Manual,136877,21.7
Maruti Suzuki,Dzire,1000,94.5,1077,Diesel,Manual,92181,24.0
Nissan,Kicks,1600,128.7,1694,Diesel,Manual,140526,23.7
Volkswagen,Taigun,1500,101.2,1761,Petrol,Manual,178836,21.0
Kia,Sonet,1800,121.7,915,Diesel,Automatic,175562,21.1
Hyundai,Venue,1800,110.8,1074,Petrol,Automatic,27357,18.8
Maruti Suzuki,Ciaz,2200,181.8,1617,Diesel,Manual,70938,21.4
Volkswagen,Polo,1800,107.1,1544,Diesel,Automatic,171954,23.3
Tata,Nexon,1500,101.1,941,Petrol,Manual,7915,22.1
Nissan,Kicks,1500,102.2,1572,Petrol,Manual,67911,21.5
Tata,Nexon,1800,165.7,1894,Petrol,Manual,159183,22.1
Hyundai,i20,1600,139.9,1664,Petrol,Automatic,30479,21.0
Hyundai,i20,1200,101.1,1224,Petrol,Manual,1243,24.2
Toyota,Yaris,2000,152.4,1713,Petrol,Automatic,101875,18.6
Honda,WR-V,2500,231.0,1129,Diesel,Manual,51922,19.8
Toyota,Camry,2500,155.1,1465,Petrol,Automatic,127130,16.6
Kia,Seltos,1800,105.7,1260,Diesel,Automatic,79755,20.9
Nissan,Micra,1500,104.8,1273,Diesel,Automatic,199432,22.5
Maruti Suzuki,Swift,2500,214.4,1054,Petrol,Automatic,136674,16.7
Ford,Figo,2500,148.8,966,Diesel,Manual,191936,19.8
Kia,Seltos,2000,138.4,1128,Diesel,Manual,23144,21.0
Hyundai,Verna,1500,104.2,1057,Diesel,Manual,95002,25.1
BMW,X3,1600,121.8,1395,Petrol,Manual,190113,22.2
Toyota,Corolla,1000,78.8,1661,Petrol,Manual,61373,23.8
Nissan,Kicks,1000,81.9,944,Diesel,Manual,117359,25.9
Ford,Ecosport,1500,103.1,1470,Diesel,Manual,108798,24.2
Ford,Freestyle,1600,150.0,963,Diesel,Automatic,144279,23.1
Maruti Suzuki,Swift,1200,83.0,1477,Petrol,Automatic,178472,20.8
Kia,Carens,1600,125.5,1337,Petrol,Manual,127534,21.2
Honda,Civic,1600,89.1,961,Diesel,Manual,83794,23.4
Toyota,Innova,2500,210.9,1258,Petrol,Manual,15219,19.3
Honda,WR-V,2000,148.9,1839,Diesel,Manual,187179,22.4
BMW,X3,1800,101.9,1373,Petrol,Manual,34213,21.0
Toyota,Innova,1800,133.9,1880,Diesel,Automatic,174772,22.7
BMW,X1,1600,93.0,1287,Diesel,Automatic,146569,22.7
Hyundai,i20,2500,179.5,1717,Diesel,Manual,157740,20.0
Hyundai,Venue,1500,140.9,1392,Diesel,Automatic,25730,24.0
Ford,Freestyle,1600,90.6,1092,Diesel,Automatic,26492,23.3
Kia,Seltos,2500,203.6,1543,Diesel,Manual,17934,18.5
Maruti Suzuki,Swift,1200,80.4,1538,Petrol,Manual,67064,23.9
BMW,520d,2500,182.8,1689,Diesel,Manual,48929,19.2
BMW,X1,1500,84.3,1208,Petrol,Manual,64393,22.8
Maruti Suzuki,WagonR,2200,200.7,1862,Diesel,Manual,169408,20.7
Honda,WR-V,1600,148.8,1571,Diesel,Automatic,154552,22.9
Nissan,Sunny,1600,121.3,1878,Diesel,Automatic,172201,21.3
Kia,Seltos,1200,85.0,1342,Petrol,Automatic,87173,20.2
BMW,X1,1000,75.5,1563,Diesel,Manual,41970,24.8
Maruti Suzuki,Dzire,1600,124.9,1099,Diesel,Automatic,134734,23.8
Toyota,Camry,2200,191.0,1332,Petrol,Manual,18635,20.0
Maruti Suzuki,Dzire,1000,57.1,1316,Petrol,Automatic,120818,23.1
Volkswagen,Taigun,2200,174.2,956,Diesel,Automatic,197743,18.3
Honda,WR-V,1500,135.0,1762,Petrol,Automatic,81658,22.3
BMW,X3,1000,94.1,1501,Diesel,Manual,1797,26.1
Hyundai,Creta,2500,226.3,1707,Petrol,Automatic,80950,16.4
Ford,Freestyle,1500,115.1,1531,Diesel,Manual,106178,24.5
Hyundai,Venue,1500,110.4,1338,Petrol,Manual,148734,20.7
Hyundai,i10,2000,187.3,1576,Petrol,Automatic,97486,19.5
Maruti Suzuki,WagonR,2200,147.4,1224,Diesel,Manual,21912,21.8
Tata,Harrier,1200,97.2,1865,Petrol,Automatic,199503,23.1
Kia,Sonet,1500,114.7,909,Petrol,Automatic,9764,22.4
Maruti Suzuki,Swift,2200,169.1,1427,Petrol,Automatic,42478,19.3
Toyota,Innova,1500,102.7,1364,Diesel,Automatic,139566,21.9
Nissan,Sunny,2500,139.6,1766,Petrol,Manual,117356,19.4
Volkswagen,Taigun,2500,170.3,1650,Diesel,Automatic,36013,19.5
BMW,320i,2000,159.1,963,Diesel,Manual,173739,21.1
Kia,Carens,1500,121.1,861,Petrol,Automatic,198321,20.8
Nissan,Micra,2000,138.0,911,Petrol,Automatic,149077,18.1
Tata,Nexon,1800,152.0,1705,Petrol,Automatic,158138,21.0
Kia,Carens,2000,117.5,1397,Diesel,Automatic,27451,21.9
Nissan,Micra,2200,208.8,992,Diesel,Automatic,197170,21.5
Nissan,Sunny,1200,74.5,890,Diesel,Automatic,58201,24.4
Honda,Jazz,1600,91.8,966,Diesel,Automatic,107588,21.6
Ford,Ecosport,2500,203.7,1567,Diesel,Automatic,134211,17.6
Toyota,Yaris,1000,60.0,1131,Petrol,Manual,96573,24.1
Maruti Suzuki,Baleno,1800,116.4,1339,Petrol,Manual,120887,20.8
BMW,X1,1600,108.2,1617,Petrol,Manual,126941,21.2
BMW,X1,1500,101.4,874,Diesel,Automatic,85399,23.1
Hyundai,Creta,2500,152.9,1495,Petrol,Automatic,185399,18.1
BMW,520d,1500,100.8,1716,Diesel,Manual,135835,23.3
Nissan,Sunny,2200,121.8,1223,Diesel,Manual,122134,23.3
Toyota,Yaris,2200,145.3,1771,Diesel,Automatic,38483,18.8
Kia,Sonet,1200,103.3,1273,Diesel,Manual,49211,24.9
Honda,Civic,2500,141.1,1090,Diesel,Manual,139085,21.0
Nissan,Micra,2500,146.6,1696,Diesel,Manual,115126,21.5
Toyota,Yaris,1500,90.6,895,Petrol,Manual,25860,22.7
Hyundai,Creta,2500,205.6,1104,Petrol,Automatic,12979,17.4
Volkswagen,Vento,1500,122.8,1380,Diesel,Automatic,190678,22.2
Nissan,Micra,1200,70.0,1252,Diesel,Manual,30549,25.7
Maruti Suzuki,WagonR,2500,142.6,1360,Diesel,Manual,15914,20.5
Nissan,Kicks,1500,126.8,1078,Diesel,Manual,87964,24.3
Toyota,Innova,1500,132.9,1616,Petrol,Automatic,91471,20.6
BMW,520d,2000,122.6,1175,Diesel,Automatic,121360,21.8
Nissan,Sunny,1000,76.2,1496,Petrol,Automatic,190481,23.6
Honda,WR-V,1000,72.0,1372,Diesel,Manual,130844,24.7
Hyundai,i10,2000,137.5,1455,Diesel,Automatic,96005,21.0
Honda,WR-V,1000,73.9,1494,Diesel,Automatic,69373,23.6
Ford,Freestyle,1000,93.0,1313,Petrol,Automatic,147367,21.9
Honda,Amaze,1200,81.7,1090,Petrol,Automatic,117634,21.7
Maruti Suzuki,Baleno,2500,219.3,1382,Petrol,Manual,124248,19.4
Kia,Seltos,2000,121.2,1045,Petrol,Manual,155244,19.8
BMW,X1,1000,76.6,1525,Petrol,Automatic,60844,23.4
Hyundai,Venue,1600,138.2,994,Diesel,Automatic,146621,24.6
Ford,Aspire,2500,213.1,946,Diesel,Automatic,7710,18.6
Hyundai,Venue,1500,135.5,1195,Petrol,Automatic,115958,21.8
Hyundai,i10,2200,189.6,920,Petrol,Automatic,112304,18.4
Honda,Civic,1000,59.8,1747,Petrol,Automatic,83830,23.5
Tata,Altroz,1600,97.1,1446,Diesel,Automatic,166148,22.2
Tata,Altroz,2000,162.7,995,Petrol,Manual,80206,21.2
BMW,320i,1800,168.2,940,Diesel,Manual,41173,24.0
Ford,Figo,1200,104.3,1883,Diesel,Manual,75207,23.4
BMW,X1,2000,115.8,1337,Petrol,Automatic,170871,20.4
BMW,320i,1800,135.8,1644,Petrol,Manual,40964,20.2
Nissan,Micra,1800,146.3,1189,Petrol,Automatic,93528,21.2
BMW,X1,1800,170.0,1212,Diesel,Manual,5492,23.6
Toyota,Glanza,1000,71.5,1188,Diesel,Manual,59241,24.8
Toyota,Camry,1600,103.0,858,Diesel,Automatic,55590,20.8
Tata,Tiago,1200,84.6,1447,Petrol,Automatic,185012,21.5
Hyundai,Verna,2000,142.2,935,Diesel,Manual,95347,23.4
Honda,Amaze,1600,92.8,1271,Petrol,Manual,135221,20.6
Kia,Sonet,1600,123.0,1847,Petrol,Automatic,18711,18.9
Volkswagen,Polo,2200,149.8,1834,Petrol,Manual,151912,20.7
Ford,Figo,2000,157.6,1306,Petrol,Manual,116612,21.4
Volkswagen,Polo,1500,106.1,1009,Petrol,Manual,143121,21.4
Honda,Jazz,1200,91.8,1325,Petrol,Automatic,38641,21.6
Maruti Suzuki,Baleno,1200,69.1,1878,Petrol,Manual,83453,22.7
BMW,320i,1200,97.6,1189,Petrol,Automatic,191598,20.6
Ford,Figo,2500,209.5,1833,Petrol,Manual,185995,19.3
Honda,WR-V,2200,199.0,937,Petrol,Automatic,14850,19.2
Ford,Aspire,1000,84.8,1440,Diesel,Manual,101113,25.3
Nissan,Kicks,1500,129.7,1165,Diesel,Manual,110496,23.3
Honda,Civic,2500,231.3,1386,Diesel,Manual,608,20.0
Ford,Freestyle,1800,124.1,1735,Petrol,Manual,8844,19.5
Tata,Altroz,1000,81.8,988,Diesel,Manual,60588,26.2
Toyota,Innova,2000,140.9,1635,Petrol,Manual,60614,18.8
Hyundai,i20,2200,178.1,914,Petrol,Manual,50573,20.3
Maruti Suzuki,Swift,1500,100.5,947,Diesel,Automatic,199920,24.1
Honda,City,2500,158.4,954,Petrol,Automatic,4235,19.0
Volkswagen,Polo,1500,135.8,1688,Diesel,Manual,138578,23.7
Tata,Nexon,1800,103.4,1468,Petrol,Automatic,129928,19.7
Ford,Figo,1000,88.5,1016,Petrol,Automatic,117075,22.8
Hyundai,Venue,2000,137.9,1155,Diesel,Manual,128698,21.0
Toyota,Yaris,1200,91.7,1180,Diesel,Automatic,192222,22.9
BMW,320i,1000,61.3,1557,Petrol,Automatic,60221,23.3
Nissan,Kicks,1600,117.5,936,Petrol,Automatic,95451,20.5
Hyundai,Venue,1500,85.4,1787,Petrol,Automatic,74134,21.5
Volkswagen,Polo,2200,145.1,1494,Diesel,Manual,39456,20.6
Nissan,Micra,1600,107.4,904,Petrol,Manual,161129,20.4
Ford,Figo,2200,204.2,1308,Petrol,Automatic,85552,19.1
Ford,Figo,2000,166.7,1787,Petrol,Automatic,141841,20.3
Ford,Ecosport,2000,138.9,1784,Petrol,Automatic,56501,20.3
Maruti Suzuki,Dzire,1500,86.8,1247,Petrol,Automatic,166186,20.0
Honda,Civic,1600,115.0,1770,Diesel,Manual,194198,22.8
Tata,Altroz,2200,138.7,890,Petrol,Automatic,80960,18.7
Ford,Figo,1200,109.4,1252,Petrol,Automatic,55193,21.7
Toyota,Glanza,1800,139.1,1134,Diesel,Automatic,120849,19.8
Ford,Figo,2000,179.4,1744,Petrol,Manual,144228,19.8
Kia,Seltos,2500,190.4,1176,Diesel,Manual,55200,20.1
Nissan,Sunny,2000,168.5,1335,Diesel,Manual,147482,20.8
BMW,320i,2500,231.0,1828,Diesel,Manual,39936,21.1
Honda,Amaze,2000,164.7,1143,Diesel,Automatic,12118,19.8
Kia,Sonet,1600,151.4,1308,Petrol,Automatic,155900,20.7
BMW,X3,1600,96.1,1508,Petrol,Manual,126635,21.5
Tata,Nexon,1000,86.8,1610,Petrol,Manual,170605,22.7
BMW,X1,2500,208.4,921,Diesel,Automatic,29598,18.9
BMW,520d,1600,118.6,1022,Petrol,Automatic,143904,21.4
Toyota,Yaris,2200,153.5,1235,Diesel,Automatic,24606,20.3
Honda,Civic,2000,152.8,1108,Diesel,Automatic,18061,21.9
Nissan,Sunny,2500,180.8,1524,Petrol,Automatic,92848,17.8
Maruti Suzuki,Baleno,1000,61.6,1291,Petrol,Automatic,138604,21.8
Nissan,Kicks,2200,121.5,898,Petrol,Manual,150353,19.9
BMW,X1,1500,93.4,1258,Diesel,Manual,151953,22.6
Ford,Ecosport,2200,186.0,1786,Petrol,Automatic,89507,19.2
Tata,Nexon,1800,163.4,1606,Diesel,Automatic,84377,21.9
Nissan,Micra,1200,108.4,1273,Petrol,Automatic,126463,22.0
Kia,Carens,1600,96.2,1865,Diesel,Manual,111995,22.6
Toyota,Yaris,1500,85.9,1175,Petrol,Manual,94210,23.2
Honda,Amaze,1600,142.8,1378,Diesel,Automatic,188173,24.5
Tata,Harrier,2200,137.9,1658,Petrol,Automatic,59548,18.0
Ford,Aspire,1600,134.2,1207,Diesel,Automatic,49917,22.8
Toyota,Glanza,1000,71.5,941,Diesel,Manual,125378,24.4
Kia,Sonet,1000,94.8,1354,Diesel,Automatic,142215,25.2
Tata,Nexon,1800,108.3,1478,Petrol,Manual,126748,20.7
Tata,Harrier,1200,71.2,1750,Petrol,Manual,141563,21.5
Honda,Jazz,1500,114.5,1582,Petrol,Automatic,21490,20.9
Ford,Figo,2500,180.8,1842,Diesel,Automatic,60024,18.9
Tata,Nexon,1600,95.4,1194,Diesel,Manual,186349,21.9
Honda,City,2200,149.8,1083,Diesel,Manual,197880,22.7
Ford,Aspire,2500,164.4,1193,Diesel,Manual,36926,19.4
Maruti Suzuki,Dzire,1600,135.2,1838,Petrol,Automatic,133093,21.8
Nissan,Sunny,1600,141.7,1002,Diesel,Automatic,111940,22.3
Honda,WR-V,2000,116.7,1174,Diesel,Automatic,173407,21.2
Hyundai,i20,1600,144.5,1608,Petrol,Automatic,84481,19.5
BMW,520d,2200,164.9,1826,Diesel,Manual,178531,22.5
Volkswagen,Taigun,2500,201.2,1318,Petrol,Automatic,15923,18.9
Ford,Freestyle,1000,69.7,1620,Diesel,Manual,190376,26.3
Toyota,Innova,1800,144.0,1694,Diesel,Manual,72813,22.8
Kia,Carens,1600,137.7,1383,Petrol,Automatic,84515,22.0
Honda,Amaze,2200,164.3,1563,Petrol,Manual,3466,19.0
Toyota,Corolla,1200,111.3,1304,Diesel,Automatic,51982,22.5
Kia,Seltos,2200,203.3,1835,Petrol,Manual,195013,18.8
Maruti Suzuki,Ciaz,2000,158.1,1685,Petrol,Automatic,132534,18.4
Ford,Aspire,2200,194.4,1044,Diesel,Manual,47250,22.0
Nissan,Micra,1000,63.9,1204,Diesel,Manual,189519,26.3
Kia,Seltos,2500,190.2,1372,Petrol,Manual,97712,17.9
Tata,Altroz,2000,174.7,1042,Petrol,Automatic,62049,20.8
Maruti Suzuki,Ciaz,2200,172.6,989,Petrol,Automatic,65310,17.4
Honda,WR-V,2200,160.7,1426,Diesel,Automatic,173040,20.9
Nissan,Sunny,2000,152.2,1628,Petrol,Manual,182979,21.4
Kia,Seltos,1600,116.3,1776,Petrol,Automatic,188540,20.7
Honda,Jazz,1500,95.6,1844,Petrol,Automatic,90369,21.2
Hyundai,i10,2000,188.6,1621,Diesel,Automatic,18652,19.5
Maruti Suzuki,Swift,2200,198.4,1228,Petrol,Manual,160906,20.1
BMW,520d,2000,169.3,1463,Diesel,Manual,151222,22.0
Tata,Tiago,1000,78.4,1468,Petrol,Manual,140109,23.0
Honda,Jazz,1500,112.5,1195,Diesel,Automatic,175522,21.3
Nissan,Sunny,1500,140.3,1652,Diesel,Automatic,8561,21.6
Toyota,Yaris,1500,123.3,1064,Diesel,Manual,152637,21.7
Toyota,Yaris,2200,189.7,1640,Diesel,Automatic,180533,18.1
Honda,City,2200,205.5,1700,Diesel,Manual,121384,21.7
