company_name,model,year,km_driven,fuel_type,transmission,engine_cc,max_power_bhp,condition,mileage_kmpl,price_usd
BMW,5 Series,2014,17234,Electric,Manual,3822,298,Second Hand,23.7,39619.99
Tesla,Model Y,2012,0,Hybrid,Automatic,4266,569,Brand New,33.8,260309.95
Tesla,Model Y,2005,0,Electric,Manual,1875,500,Brand New,10.7,304082.06
Volkswagen,Passat,2003,166544,Hybrid,Automatic,3755,465,Second Hand,12.1,2000.0
Ford,Figo,1992,0,Electric,Manual,875,580,Brand New,10.9,15304.65
Kia,Seltos,2000,0,Hybrid,Manual,3134,237,Brand New,29.1,19254.1
BMW,X5,1998,0,Hybrid,Manual,2635,220,Brand New,17.6,63897.31
Tesla,Model 3,1986,218259,Petrol,Manual,1122,615,Second Hand,17.7,2000.0
Tesla,Model S,2002,0,Electric,Automatic,4323,128,Brand New,27.8,281593.8
Land Rover,Range Rover,1987,0,Petrol,Manual,3987,94,Brand New,20.4,104307.68
Audi,Q3,2014,0,Petrol,Manual,4437,408,Brand New,15.4,102882.94
Ferrari,Roma,1990,234021,Diesel,Manual,3945,649,Second Hand,29.0,2000.0
Porsche,Cayenne,2016,138331,Electric,Manual,3889,683,Second Hand,13.1,32010.74
Toyota,Corolla,1999,0,Petrol,Manual,805,220,Brand New,30.1,19018.9
Honda,City,2023,0,Petrol,Automatic,4030,524,Brand New,23.5,22473.67
Ford,Figo,2006,0,Hybrid,Automatic,1902,362,Brand New,18.7,14762.12
Honda,City,1994,232806,Diesel,Manual,2744,412,Second Hand,24.1,2000.0
Toyota,Camry,2015,203452,Electric,Manual,2430,166,Second Hand,18.5,4144.82
Honda,Accord,1994,0,Diesel,Automatic,2524,133,Brand New,13.1,18279.06
Mercedes-Benz,GLC,2009,66500,Petrol,Automatic,941,183,Second Hand,34.8,12545.77
Land Rover,Discovery,1998,28750,Petrol,Manual,3841,663,Second Hand,18.9,2000.0
Porsche,911,2001,0,Diesel,Automatic,3895,123,Brand New,10.9,69700.31
Ford,Mustang,2001,0,Petrol,Automatic,2243,73,Brand New,25.1,10065.58
Volvo,XC60,1986,87062,Electric,Automatic,3981,605,Second Hand,17.9,2000.0
Tata,Harrier,2006,31556,Hybrid,Manual,1419,484,Second Hand,14.7,11479.84
Lamborghini,Aventador,2003,0,Hybrid,Manual,3793,563,Brand New,18.8,370004.51
Ferrari,Roma,2006,0,Hybrid,Manual,3209,264,Brand New,25.3,376080.91
Lamborghini,Aventador,2012,0,Petrol,Manual,818,136,Brand New,12.7,129623.82
Mahindra,XUV500,1997,0,Electric,Automatic,1286,445,Brand New,33.7,38939.05
Audi,Q3,1995,0,Electric,Manual,2191,410,Brand New,17.7,103500.7
Tesla,Model 3,1995,65982,Petrol,Automatic,4883,81,Second Hand,24.1,2000.0
Honda,Accord,1987,172348,Petrol,Manual,1059,307,Second Hand,29.4,2000.0
Ferrari,Roma,1997,99802,Petrol,Manual,2783,470,Second Hand,12.0,2000.0
Lamborghini,Aventador,1986,0,Petrol,Manual,4873,410,Brand New,11.8,368749.44
BMW,5 Series,2001,91790,Hybrid,Manual,1872,191,Second Hand,18.2,2000.0
Toyota,Corolla,1988,0,Hybrid,Automatic,801,178,Brand New,18.7,28678.26
Lamborghini,Huracan,2001,233949,Diesel,Manual,3000,674,Second Hand,13.7,2000.0
Land Rover,Range Rover,2006,0,Hybrid,Manual,3839,376,Brand New,22.8,89225.86
Ford,Figo,2014,245482,Diesel,Manual,3773,658,Second Hand,34.6,2000.0
Hyundai,Creta,2007,203628,Petrol,Manual,2496,313,Second Hand,16.0,2000.0
Land Rover,Range Rover,2000,125281,Hybrid,Manual,3632,107,Second Hand,19.4,3357.91
Hyundai,Elantra,1999,12297,Diesel,Automatic,2629,204,Second Hand,13.3,2000.0
Tesla,Model Y,1995,152346,Diesel,Manual,871,230,Second Hand,15.6,2000.0
Toyota,Corolla,1989,114941,Electric,Automatic,2020,387,Second Hand,30.7,2000.0
Toyota,Corolla,1987,0,Hybrid,Automatic,2225,224,Brand New,15.2,27484.49
Mercedes-Benz,E-Class,1989,162814,Hybrid,Manual,3235,152,Second Hand,27.0,2000.0
Kia,Sonet,1991,51111,Hybrid,Manual,2345,442,Second Hand,27.9,2000.0
Mercedes-Benz,C-Class,1995,89846,Electric,Automatic,856,530,Second Hand,26.8,2000.0
Lamborghini,Huracan,2024,230244,Hybrid,Automatic,1681,106,Second Hand,33.1,227516.52
Volvo,XC60,2011,0,Electric,Automatic,4642,459,Brand New,8.6,88386.53
Rolls-Royce,Phantom,2021,158434,Petrol,Manual,4038,482,Second Hand,11.7,111772.93
Volvo,XC40,1997,0,Petrol,Manual,2195,505,Brand New,16.7,66994.51
Hyundai,Creta,2004,0,Hybrid,Manual,4535,665,Brand New,30.8,11310.61
McLaren,720S,2019,0,Hybrid,Manual,1555,453,Brand New,15.8,245929.89
Porsche,Macan,2018,0,Petrol,Automatic,3373,554,Brand New,33.7,90282.27
Hyundai,Verna,2009,0,Hybrid,Automatic,2073,319,Brand New,25.7,19146.0
BMW,3 Series,2024,171439,Diesel,Manual,3714,431,Second Hand,17.4,50540.98
Porsche,Macan,2000,172092,Hybrid,Automatic,926,274,Second Hand,15.9,10376.72
BMW,3 Series,1998,0,Electric,Automatic,3995,656,Brand New,24.9,95236.4
BMW,X5,2005,191939,Diesel,Manual,4569,251,Second Hand,15.2,2000.0
Land Rover,Range Rover,1996,0,Diesel,Automatic,4153,658,Brand New,12.3,89944.14
Porsche,Cayenne,2000,0,Hybrid,Automatic,825,326,Brand New,26.6,82074.38
Toyota,Corolla,2021,0,Petrol,Manual,3138,447,Brand New,23.5,29125.68
Ford,Figo,1988,172592,Electric,Manual,2917,640,Second Hand,34.3,2000.0
Land Rover,Range Rover,2020,0,Hybrid,Automatic,4425,94,Brand New,34.0,91670.69
Rolls-Royce,Phantom,2013,0,Hybrid,Manual,875,375,Brand New,12.1,250725.29
Hyundai,i20,1991,0,Hybrid,Manual,3888,319,Brand New,27.5,31958.32
Land Rover,Range Rover,2016,221646,Petrol,Manual,3940,525,Second Hand,10.2,24564.47
Kia,Seltos,2014,86487,Hybrid,Manual,1730,463,Second Hand,18.2,7441.2
Tesla,Model X,2017,151122,Diesel,Manual,2443,504,Second Hand,32.1,170098.11
Ferrari,Roma,1992,0,Hybrid,Automatic,882,547,Brand New,30.6,226447.39
Tata,Harrier,1994,0,Petrol,Automatic,3256,442,Brand New,15.1,23554.39
Mercedes-Benz,E-Class,2023,0,Electric,Automatic,3175,188,Brand New,11.6,50594.45
Land Rover,Discovery,2008,60948,Hybrid,Automatic,1157,151,Second Hand,10.7,11842.82
Ferrari,488,1985,105577,Electric,Automatic,1414,261,Second Hand,25.0,2000.0
Rolls-Royce,Ghost,1991,237716,Diesel,Manual,1381,179,Second Hand,16.0,2000.0
Land Rover,Range Rover,2021,0,Hybrid,Automatic,2589,549,Brand New,34.2,52259.4
Hyundai,Verna,2017,144183,Electric,Manual,4544,382,Second Hand,9.3,2000.0
Land Rover,Discovery,2021,243581,Electric,Automatic,3205,559,Second Hand,29.7,28049.75
Lamborghini,Huracan,1999,196779,Electric,Manual,2658,466,Second Hand,20.6,2000.0
Rolls-Royce,Phantom,1990,234968,Hybrid,Automatic,3618,240,Second Hand,13.3,2000.0
Nissan,Kicks,2000,0,Electric,Manual,2519,387,Brand New,25.7,27572.2
Mahindra,Scorpio,1999,163533,Hybrid,Automatic,3939,201,Second Hand,21.1,2000.0
Land Rover,Range Rover,1996,203703,Electric,Automatic,1736,153,Second Hand,9.4,2000.0
Volkswagen,Polo,2000,13555,Hybrid,Automatic,4676,375,Second Hand,20.5,5459.72
Hyundai,Creta,1989,0,Diesel,Manual,3064,505,Brand New,17.9,24655.22
Toyota,Camry,2014,48743,Diesel,Automatic,2315,130,Second Hand,22.8,7736.63
Audi,A6,2015,0,Diesel,Manual,3207,622,Brand New,34.1,73058.86
Hyundai,Elantra,1988,0,Hybrid,Manual,1167,107,Brand New,12.8,25643.81
Ferrari,Roma,2000,89998,Diesel,Automatic,4360,467,Second Hand,13.2,28789.32
Nissan,Micra,2008,19514,Hybrid,Manual,2775,352,Second Hand,20.2,2000.0
Rolls-Royce,Phantom,1987,0,Hybrid,Manual,1746,276,Brand New,21.0,312168.41
Volkswagen,Polo,2014,0,Diesel,Manual,2442,494,Brand New,24.4,18775.91
Volvo,XC60,2001,0,Electric,Automatic,2656,118,Brand New,27.2,116099.21
Lamborghini,Huracan,2016,0,Diesel,Automatic,4042,585,Brand New,26.4,118731.24
McLaren,720S,2014,0,Hybrid,Automatic,1999,649,Brand New,24.2,264499.51
Kia,Carnival,2012,233051,Diesel,Automatic,4215,460,Second Hand,19.1,2000.0
Porsche,Cayenne,2022,0,Electric,Manual,2851,450,Brand New,32.2,66947.13
Porsche,Cayenne,2000,0,Petrol,Manual,4542,622,Brand New,28.9,68283.95
Ford,Endeavour,1995,163955,Petrol,Automatic,2277,223,Second Hand,28.0,2000.0
Toyota,RAV4,2007,0,Diesel,Manual,2380,112,Brand New,20.9,25341.82
McLaren,570S,2005,0,Hybrid,Manual,4554,580,Brand New,33.9,192651.11
Kia,Carnival,2002,0,Electric,Manual,1763,675,Brand New,19.3,13807.62
Kia,Sonet,1986,0,Hybrid,Manual,4128,421,Brand New,19.2,35603.84
Honda,Civic,2023,14900,Hybrid,Manual,2073,118,Second Hand,14.7,23011.13
Ferrari,488,1995,0,Diesel,Automatic,2512,613,Brand New,28.4,208878.76
Rolls-Royce,Phantom,2023,0,Petrol,Manual,4303,638,Brand New,16.5,122075.74
Hyundai,Verna,2016,123688,Electric,Automatic,1033,642,Second Hand,8.1,12745.86
Lamborghini,Aventador,1985,0,Diesel,Manual,4955,617,Brand New,32.9,226362.71
Nissan,Kicks,2011,240465,Electric,Automatic,3256,273,Second Hand,26.0,2000.0
McLaren,720S,1992,0,Hybrid,Automatic,2148,116,Brand New,19.1,154963.45
Tata,Harrier,1997,226102,Petrol,Manual,2798,605,Second Hand,10.2,2000.0
Kia,Seltos,1991,37376,Hybrid,Manual,1614,281,Second Hand,18.3,2000.0
BMW,5 Series,2022,131102,Hybrid,Automatic,3999,412,Second Hand,34.4,71292.36
Tata,Harrier,2003,6200,Hybrid,Manual,1728,179,Second Hand,29.8,2000.0
Ferrari,Roma,2023,0,Electric,Automatic,1074,499,Brand New,31.5,118103.18
Honda,City,2002,0,Electric,Manual,1581,195,Brand New,19.2,34539.05
Land Rover,Discovery,1999,0,Petrol,Manual,4798,454,Brand New,16.7,63265.57
Lamborghini,Aventador,2003,142457,Hybrid,Automatic,1143,362,Second Hand,13.8,2000.0
Land Rover,Discovery,2021,180174,Petrol,Manual,857,113,Second Hand,34.8,65569.09
BMW,X3,2017,0,Diesel,Automatic,4582,360,Brand New,31.7,55264.11
Volvo,S60,2000,0,Electric,Automatic,2369,92,Brand New,11.6,77925.2
Ford,Endeavour,1986,0,Diesel,Manual,1598,164,Brand New,11.7,26950.5
Mahindra,Scorpio,1993,0,Diesel,Automatic,1765,430,Brand New,25.9,16808.79
Volvo,XC40,1986,0,Petrol,Automatic,2286,264,Brand New,11.4,94593.0
Volkswagen,Passat,1988,137358,Hybrid,Automatic,951,463,Second Hand,28.9,2000.0
Lamborghini,Huracan,1985,82170,Diesel,Automatic,1721,277,Second Hand,33.2,2000.0
Volvo,XC60,2011,0,Hybrid,Automatic,1742,68,Brand New,11.7,57019.98
Ford,Endeavour,2024,64951,Petrol,Automatic,4538,91,Second Hand,10.3,28328.5
Ferrari,488,1996,69548,Electric,Manual,4130,329,Second Hand,30.0,2000.0
Toyota,Camry,2008,149353,Hybrid,Manual,2246,192,Second Hand,31.9,2000.0
Mahindra,Scorpio,1996,0,Electric,Automatic,1349,153,Brand New,14.0,10221.52
BMW,X5,1993,0,Hybrid,Manual,1208,84,Brand New,12.1,75782.69
BMW,X5,2001,0,Electric,Manual,4036,312,Brand New,26.1,64796.06
Hyundai,Verna,2008,0,Electric,Automatic,4468,450,Brand New,24.5,19483.3
Mahindra,Scorpio,2010,68335,Petrol,Automatic,2057,222,Second Hand,15.1,2000.0
Mercedes-Benz,GLC,1995,0,Diesel,Automatic,800,347,Brand New,24.4,72100.33
Kia,Carnival,1985,0,Hybrid,Manual,2359,680,Brand New,13.4,21544.4
Tesla,Model S,2005,128477,Hybrid,Manual,3510,383,Second Hand,22.9,2000.0
McLaren,570S,2009,0,Hybrid,Automatic,3329,396,Brand New,11.4,121501.24
Mahindra,Scorpio,2016,0,Hybrid,Manual,4613,394,Brand New,15.0,18765.1
Tata,Nexon,2007,164218,Electric,Automatic,1686,443,Second Hand,8.3,2000.0
Porsche,911,2012,203454,Petrol,Manual,1123,660,Second Hand,17.8,2000.0
Lamborghini,Huracan,1999,139187,Petrol,Manual,2384,150,Second Hand,10.8,2000.0
Mercedes-Benz,GLC,2007,119021,Hybrid,Automatic,2755,530,Second Hand,19.4,2000.0
Tesla,Model 3,1988,0,Hybrid,Manual,4669,354,Brand New,29.0,230646.27
Volkswagen,Polo,2022,0,Electric,Automatic,4459,496,Brand New,29.7,38815.03
McLaren,570S,1986,0,Diesel,Automatic,1651,294,Brand New,21.0,372219.43
Lamborghini,Aventador,2014,138649,Petrol,Automatic,3485,192,Second Hand,23.0,184514.69
Hyundai,Creta,2017,43348,Diesel,Manual,874,279,Second Hand,16.4,12688.62
Kia,Seltos,2016,126386,Petrol,Manual,1217,330,Second Hand,26.3,2216.69
BMW,X5,2010,0,Hybrid,Automatic,2745,594,Brand New,14.7,52106.99
Nissan,Micra,1991,0,Hybrid,Manual,1628,451,Brand New,23.9,20730.78
BMW,X3,1991,100817,Diesel,Manual,1206,661,Second Hand,20.1,2000.0
Kia,Seltos,1988,243233,Electric,Automatic,1375,350,Second Hand,33.4,2000.0
Nissan,Magnite,1995,0,Electric,Manual,2160,444,Brand New,27.1,31661.43
Mercedes-Benz,GLC,2002,56070,Hybrid,Automatic,4470,197,Second Hand,12.5,12639.87
Audi,A4,2014,0,Petrol,Automatic,1194,73,Brand New,28.0,67562.47
McLaren,570S,2008,216891,Electric,Manual,1799,590,Second Hand,34.5,26805.12
Hyundai,i20,1996,0,Petrol,Manual,2922,140,Brand New,10.9,12795.88
Land Rover,Discovery,1986,0,Hybrid,Manual,953,150,Brand New,31.7,87860.84
McLaren,720S,2020,41236,Petrol,Automatic,2915,64,Second Hand,14.9,133732.62
Toyota,Corolla,1989,38642,Electric,Automatic,1900,475,Second Hand,32.4,2000.0
Hyundai,i20,2012,245493,Electric,Automatic,4490,260,Second Hand,14.6,2000.0
Hyundai,Creta,2004,103488,Electric,Automatic,2683,639,Second Hand,30.1,2000.0
Toyota,RAV4,1990,0,Electric,Manual,1292,585,Brand New,33.5,19049.19
Tesla,Model Y,1986,0,Electric,Automatic,3418,64,Brand New,29.1,387394.15
Audi,A6,1991,0,Electric,Automatic,3215,636,Brand New,28.4,65832.06
Kia,Carnival,2023,15947,Electric,Manual,3064,217,Second Hand,21.7,10604.81
McLaren,720S,1998,207740,Hybrid,Manual,4959,429,Second Hand,26.9,28886.86
Nissan,Kicks,2015,99863,Hybrid,Manual,3751,683,Second Hand,12.2,2628.6
Audi,A6,2000,0,Hybrid,Automatic,3398,465,Brand New,32.9,54429.87
Hyundai,Elantra,2012,0,Hybrid,Manual,3781,166,Brand New,17.2,28279.01
Hyundai,Creta,2023,66123,Diesel,Automatic,3806,645,Second Hand,10.3,10486.74
Audi,Q3,2011,0,Electric,Automatic,3243,654,Brand New,20.9,54037.94
Lamborghini,Aventador,2024,0,Hybrid,Manual,1437,329,Brand New,21.5,388408.48
Rolls-Royce,Ghost,1989,109280,Hybrid,Automatic,2520,616,Second Hand,23.2,2000.0
Audi,Q5,1986,245719,Hybrid,Automatic,4082,633,Second Hand,13.6,2000.0
Nissan,Kicks,1997,135600,Diesel,Automatic,2296,315,Second Hand,25.8,2000.0
Kia,Sonet,1990,0,Diesel,Manual,2314,304,Brand New,24.8,27559.28
Tata,Nexon,2024,171668,Diesel,Automatic,2939,416,Second Hand,16.9,29566.67
Rolls-Royce,Ghost,2001,15677,Diesel,Manual,4334,239,Second Hand,15.7,65280.29
Hyundai,Elantra,1991,0,Diesel,Automatic,2613,361,Brand New,29.7,41138.27
Ferrari,488,1986,71191,Hybrid,Automatic,4763,605,Second Hand,33.8,2000.0
Tesla,Model 3,2013,103100,Hybrid,Automatic,3555,482,Second Hand,11.5,39349.98
Volkswagen,Passat,1992,0,Electric,Manual,2997,540,Brand New,23.7,22031.43
Ferrari,488,2021,0,Petrol,Automatic,2418,230,Brand New,15.8,360269.55
Nissan,Kicks,2018,199441,Diesel,Manual,1146,306,Second Hand,30.9,10984.77
Honda,Civic,2015,0,Petrol,Automatic,3710,622,Brand New,19.9,28273.97
Mercedes-Benz,GLA,1987,0,Hybrid,Automatic,3673,507,Brand New,15.5,106601.78
Land Rover,Range Rover,1988,0,Electric,Manual,1006,625,Brand New,31.9,89299.57
Mercedes-Benz,E-Class,2001,0,Petrol,Manual,4756,284,Brand New,17.3,104805.15
Audi,A4,1989,67785,Electric,Manual,2912,668,Second Hand,17.7,2000.0
Porsche,Cayenne,1993,0,Electric,Automatic,4079,316,Brand New,28.2,91163.16
Hyundai,i20,2019,198873,Diesel,Manual,2090,269,Second Hand,22.3,13099.78
Rolls-Royce,Ghost,2021,114761,Electric,Automatic,1527,575,Second Hand,19.8,140271.53
Nissan,Magnite,1987,91238,Hybrid,Manual,2885,465,Second Hand,19.9,2000.0
BMW,5 Series,2007,0,Petrol,Manual,1354,495,Brand New,32.7,44276.22
Ford,Endeavour,1995,19780,Petrol,Manual,1301,456,Second Hand,27.2,2179.84
Audi,Q3,2016,0,Hybrid,Manual,4964,366,Brand New,13.0,63079.48
Mahindra,Scorpio,1997,0,Electric,Automatic,1652,64,Brand New,33.8,26774.86
Volvo,XC60,2024,64666,Diesel,Manual,2739,417,Second Hand,11.2,70196.75
BMW,5 Series,1995,61635,Electric,Manual,3840,206,Second Hand,18.7,2000.0
Lamborghini,Huracan,1995,31214,Electric,Automatic,3158,535,Second Hand,27.0,2000.0
Honda,CRV,2023,0,Diesel,Manual,3738,192,Brand New,27.3,20490.48
Tesla,Model S,1989,36263,Hybrid,Manual,3269,64,Second Hand,31.6,2000.0
Kia,Sonet,2001,0,Hybrid,Manual,4592,90,Brand New,29.4,17206.97
McLaren,570S,1999,0,Diesel,Automatic,1214,103,Brand New,14.1,177967.82
Honda,Civic,1991,0,Petrol,Automatic,869,361,Brand New,17.6,34451.53
Land Rover,Discovery,2022,181450,Hybrid,Automatic,3962,541,Second Hand,25.6,32513.72
Hyundai,Elantra,1992,51409,Diesel,Automatic,852,225,Second Hand,8.3,2000.0
Ferrari,Roma,2002,0,Hybrid,Automatic,2351,366,Brand New,24.5,192875.78
Tata,Safari,1991,117945,Diesel,Manual,962,197,Second Hand,17.8,2000.0
Ferrari,488,2008,40429,Electric,Automatic,1358,381,Second Hand,14.2,17466.1
Lamborghini,Aventador,1991,86124,Petrol,Automatic,4779,355,Second Hand,33.6,2000.0
Mercedes-Benz,C-Class,2021,7184,Electric,Manual,4825,677,Second Hand,19.6,49386.0
BMW,3 Series,2012,87192,Diesel,Automatic,1550,493,Second Hand,12.5,29011.94
BMW,X3,1992,0,Petrol,Manual,3313,339,Brand New,25.2,84953.19
Lamborghini,Aventador,1999,0,Diesel,Manual,2781,345,Brand New,25.6,272007.17
Ferrari,488,2019,95142,Hybrid,Manual,3657,126,Second Hand,31.3,111665.38
Tata,Harrier,2006,208156,Diesel,Automatic,4348,508,Second Hand,23.8,5609.44
Porsche,Cayenne,1988,0,Hybrid,Manual,3011,157,Brand New,32.6,98222.43
Mahindra,Thar,2012,162495,Petrol,Automatic,3570,421,Second Hand,10.6,2000.0
Volvo,XC40,1992,236467,Electric,Automatic,3093,451,Second Hand,16.9,2000.0
Mercedes-Benz,C-Class,1996,0,Electric,Automatic,879,216,Brand New,23.8,85661.94
Hyundai,Creta,2017,32643,Diesel,Automatic,1848,506,Second Hand,30.4,10155.9
Audi,A6,2024,0,Diesel,Manual,3896,180,Brand New,31.2,65873.76
Volkswagen,Polo,2009,0,Diesel,Manual,2216,536,Brand New,20.8,21250.08
Land Rover,Range Rover,1997,44052,Diesel,Manual,3607,301,Second Hand,12.1,2000.0
Audi,Q3,2013,66998,Petrol,Manual,1748,84,Second Hand,26.7,27267.7
Mercedes-Benz,GLC,1992,0,Hybrid,Automatic,3494,442,Brand New,14.9,70886.18
Tesla,Model Y,1989,202120,Diesel,Manual,2866,310,Second Hand,34.2,2000.0
Mahindra,XUV500,1997,21006,Hybrid,Manual,1905,117,Second Hand,14.6,2000.0
Tesla,Model Y,1991,0,Petrol,Automatic,2669,165,Brand New,21.2,178360.9
Ford,Endeavour,2022,213611,Electric,Manual,2448,80,Second Hand,8.6,3379.42
Ferrari,Roma,1996,22165,Petrol,Manual,1077,170,Second Hand,24.6,37814.63
Tesla,Model 3,2018,0,Hybrid,Manual,1446,213,Brand New,21.7,402337.89
BMW,5 Series,2002,0,Diesel,Automatic,4190,194,Brand New,18.2,67799.75
Kia,Carnival,2024,0,Petrol,Manual,3776,260,Brand New,15.4,30762.62
McLaren,720S,1994,0,Diesel,Automatic,3147,153,Brand New,20.4,347534.61
Audi,Q3,2015,0,Electric,Automatic,2663,409,Brand New,33.2,48957.13
McLaren,570S,2007,225112,Diesel,Manual,4337,111,Second Hand,21.6,17817.27
Volvo,XC60,2020,97529,Petrol,Automatic,4381,352,Second Hand,33.1,37987.28
Land Rover,Discovery,1986,0,Hybrid,Manual,3116,560,Brand New,32.3,103271.3
Mercedes-Benz,C-Class,1988,0,Petrol,Automatic,1604,434,Brand New,11.8,70878.62
Volkswagen,Vento,2021,247677,Electric,Manual,4314,63,Second Hand,11.6,2582.47
Tesla,Model X,2010,209536,Diesel,Automatic,2270,303,Second Hand,34.0,56384.83
Hyundai,Creta,2024,0,Petrol,Automatic,3266,120,Brand New,30.3,32570.74
McLaren,720S,2005,137572,Hybrid,Automatic,1296,195,Second Hand,21.0,2000.0
Volvo,S60,1988,0,Electric,Automatic,1226,346,Brand New,23.7,86506.93
Ford,Endeavour,1990,182546,Petrol,Automatic,1185,613,Second Hand,24.5,2000.0
Mahindra,XUV500,1990,0,Electric,Manual,3459,678,Brand New,12.8,30328.55
Kia,Sonet,2006,0,Petrol,Manual,1258,141,Brand New,13.7,9673.29
Land Rover,Discovery,1985,77622,Hybrid,Automatic,2611,171,Second Hand,16.3,2000.0
McLaren,570S,1993,118749,Electric,Manual,3401,200,Second Hand,22.4,2000.0
Honda,CRV,1994,128922,Hybrid,Manual,2741,205,Second Hand,27.6,2000.0
Nissan,Kicks,1995,42993,Hybrid,Automatic,2533,75,Second Hand,18.6,2000.0
Lamborghini,Aventador,2016,0,Electric,Manual,2061,359,Brand New,17.8,302639.16
Mercedes-Benz,C-Class,1996,41714,Petrol,Manual,4084,680,Second Hand,32.3,2000.0
Kia,Carnival,2008,0,Petrol,Automatic,4682,407,Brand New,16.1,14960.64
Mercedes-Benz,GLA,1998,25539,Diesel,Manual,4356,236,Second Hand,14.1,2000.0
Volkswagen,Passat,2023,0,Hybrid,Manual,2937,147,Brand New,17.8,21118.12
Honda,City,1992,96159,Electric,Manual,938,540,Second Hand,11.5,2000.0
Porsche,Cayenne,2004,177043,Hybrid,Manual,1848,123,Second Hand,30.6,2000.0
McLaren,570S,1999,164970,Petrol,Automatic,1290,286,Second Hand,32.7,2000.0
BMW,3 Series,2009,173482,Petrol,Automatic,3406,62,Second Hand,8.1,4269.47
Ferrari,Roma,1991,0,Diesel,Manual,3567,343,Brand New,8.2,121359.74
Audi,Q3,1993,0,Petrol,Automatic,1903,608,Brand New,10.0,87175.89
Land Rover,Discovery,2013,0,Petrol,Automatic,2638,272,Brand New,16.9,84353.79
Mercedes-Benz,GLA,2006,0,Diesel,Automatic,4825,170,Brand New,15.7,63348.34
Hyundai,Elantra,1997,126668,Petrol,Automatic,3990,665,Second Hand,26.7,2000.0
Mahindra,XUV500,2022,0,Hybrid,Manual,2096,244,Brand New,9.1,28285.14
Nissan,Micra,1993,201750,Petrol,Manual,4964,637,Second Hand,25.0,2000.0
Toyota,RAV4,1998,181885,Electric,Automatic,2724,546,Second Hand,34.4,2000.0
Honda,Accord,2004,0,Electric,Automatic,1323,357,Brand New,23.5,29293.64
Volkswagen,Vento,2000,114693,Electric,Manual,1733,155,Second Hand,13.5,2000.0
Mercedes-Benz,GLC,2011,0,Hybrid,Manual,4722,409,Brand New,26.2,51186.58
Rolls-Royce,Ghost,1998,86944,Petrol,Manual,3207,274,Second Hand,8.6,2000.0
BMW,X3,2013,0,Hybrid,Automatic,3322,192,Brand New,16.6,64107.31
Tesla,Model Y,2001,0,Hybrid,Automatic,2319,345,Brand New,17.0,274874.85
Honda,City,1996,0,Diesel,Automatic,3817,327,Brand New,24.1,24246.77
Audi,A6,1994,144671,Petrol,Manual,3362,319,Second Hand,8.8,2000.0
McLaren,570S,2017,16913,Diesel,Manual,1449,636,Second Hand,9.3,97432.39
Land Rover,Discovery,1990,0,Hybrid,Automatic,3359,641,Brand New,33.6,83646.05
Toyota,RAV4,2013,75822,Petrol,Manual,3161,370,Second Hand,24.9,5352.54
Audi,A6,2019,0,Petrol,Automatic,1156,539,Brand New,23.4,65240.7
BMW,3 Series,2024,0,Petrol,Automatic,2726,602,Brand New,14.0,80844.93
Audi,A6,2006,0,Hybrid,Automatic,2767,493,Brand New,19.7,59519.22
Rolls-Royce,Ghost,2012,0,Diesel,Automatic,2736,527,Brand New,25.8,210895.92
Tata,Safari,2011,0,Diesel,Manual,1552,250,Brand New,16.2,37724.34
Nissan,Micra,2023,6016,Petrol,Automatic,1203,518,Second Hand,23.2,18391.83
Volvo,XC60,1986,157715,Hybrid,Manual,2711,651,Second Hand,19.6,2000.0
Land Rover,Range Rover,2003,0,Diesel,Automatic,2987,248,Brand New,12.3,75549.6
Toyota,Camry,2018,0,Petrol,Automatic,3568,661,Brand New,27.4,23810.31
Toyota,Fortuner,2006,0,Petrol,Automatic,3160,645,Brand New,8.8,16276.27
Mahindra,Thar,2020,176446,Petrol,Manual,907,272,Second Hand,34.7,4748.9
Nissan,Kicks,2014,0,Electric,Manual,4233,655,Brand New,23.8,28497.03
Nissan,Magnite,1987,108758,Petrol,Manual,2257,292,Second Hand,26.9,2000.0
Mercedes-Benz,C-Class,1986,0,Diesel,Manual,3304,446,Brand New,12.3,100003.54
Mahindra,Scorpio,2018,0,Diesel,Automatic,1383,297,Brand New,31.2,31457.23
Toyota,Camry,1997,0,Electric,Manual,1273,618,Brand New,14.6,28830.13
Land Rover,Discovery,2010,0,Hybrid,Automatic,3185,432,Brand New,23.2,96513.14
Volkswagen,Passat,1994,0,Diesel,Manual,3814,594,Brand New,26.5,16952.41
